,verse_text,label
39,櫃檯服務員態度超差，超兇、點餐超沒耐心，動線設計也很差，帶位人員帶位根本是在趕人。很少給店家差評，但是真的是可惜一家經典老店，糕餅咖啡配上這樣的服務讓人覺得可惜，非常不推，畢竟西門町有很多優質的咖啡老店，不用去這裡受氣。,1
40,吃完後再來看看評價，覺得沒有評價那麼神。   菜超冰，比冰塊水還冰。   肉質很有嚼勁，嚼到我以為這是牛肉。   飯的口感也很微妙，一瞬間我覺得我在吃薏仁而不是吃飯。   調味……也沒有記憶性，不甜也不鹹，吃完就過去了。   吃完後有種悵然若失之感，我為什麼會花170元吃這碗飯呢……？,3
41,老實說今天吃的很失望，外帶牛肉河粉，麵條很硬，放到湯裡面也沒辦法變軟，套餐附贈的咖啡裡面一堆咖啡渣，真的蠻失望的,1
42,第一次來，很乾淨，老闆很用心，我吃的小菜麻油豬肝（難得有這樣的小菜）很好吃，麻辣鴨血臭豆腐，味道好，海菜蛋花湯雖然簡單也煮得很棒，價錢適中,4
43,那個負責收錢的小弟弟態度有點差，我很客氣的問能幫我加辣在裡面嗎，瞬間臉變臭了...,2
44,老闆很客氣，味道不錯料多,4
45,花生湯太甜，豆花也有點水。   如果附近沒有豆花店又超級無敵想吃的話，可以解饞一下。   如果沒有，還是忍一下找像二吉軒那種專門做豆漿的店吧！,2
46,無糖金萱底部有不明沈澱物 味道迥異,2
47,新鮮好吃！   現在價格有調整   大隻30元、小隻20元,4
48,不是寫10.關門嗎 ？？？？   為什麼9.鐵門就拉下來了？？？,2
49,好喝，12月8號到10號有買一送一,4
50,普通吃粗飽的地方，紅茶可以加珍珠很不錯～,4
51,這家火鍋店沒什麼裝潢在騎樓也有擺設幾桌生意看起來應該是不錯但是環境衛生不合格所以我連廁所都懶得進去致於火鍋還可以不錯啦！,3
52,很佛的店，菜多肉多不油不膩。   非常推薦他們家的紅糟豬肉飯～～,5
53,可以當做輕鬆休息的歇腳處，提供除了啤酒以外的餐飲茶點，若是等電影開場可以先繞到這喝杯啤酒享受一下。   不過人來人往的落地窗在外，要習慣一下這樣的人潮中喝酒其實還蠻難的。,4
54,肉好多啊啊啊啊啊啊啊啊，比我肉還多,3
55,買了漢堡   口味不合我們   雞肉蠻柴的   有放洋蔥，生的   吃的時候就直接拿掉了   生洋蔥味道太重   不會再光顧了,1
56,先說好的，餐食的味道吃起來清淡，調味應該都比較偏向天然食材的味道，不會使用重口味來蓋掉食材本身的味道。      再說不好的，餐廳本身的座位不多，但還是頗為擁擠。工作人員應該只有兩人，點餐的時候要先付帳，付完帳以後就要等很久才能吃得到。      老闆可能太忙碌，點餐的時候應對的口氣非常不好，後來另外兩位朋友到位之後，要再加點餐，對於餐點有疑問時問老闆，老闆口氣非常不耐煩的回答我們【菜單上都有寫，自己看!】      我們從點菜到真的吃到餐點，大約等了30~40分鐘，吃完以後才發現有水可以喝，要自己去點餐的櫃台自取，這個從頭到尾老闆都沒有提到，而且重點是...沒有杯子!問老闆竟然回說他現在沒空，所以沒有辦法洗杯子。      然後我們一群人等著點餐時加點的飲料，大約也等了超過半小時，中間有兩次本來想說不要喝了，請老闆直接退費給我們，但第一次起身要問的時候，老闆很兇地說他知道我們要甚麼，等一下!   ....等了10分鐘以後我又起身想要告知如果飲料還沒準備那我們就不要飲料了，但老闆說馬上好!當下我看老闆根本就還沒有開始準備我們的飲料和甜點，這個【馬上好】又讓我們等了快15分鐘，真的很火大!如果不是朋友修養好，要我們不要生氣，不然早就離開這間餐廳了!      我想說的是，餐廳如果真的人手不足，就不要同時接這麼多組客人，要不然就是增加人力。就算你們餐廳好吃，這種服務態度也教人不敢恭維，何況妳們的餐點也沒有真的到有多好吃!      這樣的餐廳，要說對小農多友善，對性別多友善，但對真正上門的客人這麼不友善，應該是本末倒置了吧!!,2
57,肉品偏普通，鯛魚有土味，蝦子新鮮，菜盤內容物種類偏少。奶茶不錯喝，冰淇淋也不錯！以價格來看就覺得差不多這樣。   但是！！！環境內部看起來雖然乾淨...但是一同用餐的友人跟我鍋裡都出現類似小果蠅的飛蟲在湯裡 還有...用餐時也有蒼蠅在飛來飛去...衛生真的有待加強啊！,3
58,喝咖啡放鬆不錯的地方，不過要一直吸別人二手菸有點硬,4
59,肉類肉質與美味兼顧   胡麻醬微辣提味加分不少   其他方面較少記憶點,4
60,約莫半年沒喝過半這家（公園旁）   今天新光週年慶   順便來這裡瞎晃   遇到了就來回個味      是有改變配方嗎？   還是久沒喝？   跟公園店味道有些不同   一樣點冰拿鐵   可以說比較好些   沒有那麼苦難下嚥   也還是一樣沒有很厲害      生意不錯   高朋滿座,3
61,涼麵湯類跟小菜都不錯，只是用餐環境很普通。 午餐人非常多，要等座位就是。,4
62,很特別的牛排店 甚至有提供無限任吃的肉燥飯 這是我在其他牛排館沒看過的   當然跟其他牛排館一樣有提供免費的玉米濃湯冰淇淋汽水烤土司 他的高度是正直有提供巧克力草莓奶油等醬,4
63,湯頭不錯，麵條Q彈，但再訪時，麵條微硬，沒有煮透，蛋雖然很大顆，但吃起來味道沒有很優，用餐環境也普普，價格偏貴，整體份量沒有很多,3
64,價格便宜划算，但是油煙味太重，吃完整身都臭掉了...,3
65,生魚片的品質不如以前的小立吞，感覺不新鮮而且都是筋，味噌湯的魚肉也是只有一小塊，去了一次就不會想去了，反而西湖水產的品質還是比較好！,1
66,決定點了他們家的招牌鮮奶紅茶少冰加黑糖粉圓，真的沒有讓我失望，甜度剛好黑糖味濃郁粉圓軟硬剛好才50元cp值超高！！！,5
67,環境乾淨，餐點選擇很多，兒童座椅略不足，個人覺得鐵板麵弄的太水了,3
68,難吃 燒胃 很油 麻辣鍋酸菜不行 服務不到位,1
69,鍋貼，水煎包，蔥油餅都好吃,4
70,日式丼飯，蛋包飯，咖哩飯，味道不錯，價格偏高，附味噌湯和紅茶,5
71,店員是外籍員工（聽口音是大陸），沒有歧視大陸人的意思。只是這家店是我遇過無法客製化的店家，其他我去過的不論是私人或連鎖早餐店，只要餐點中不想要加蛋或肉，是可以減價5-20元（蛋價5元，肉類看店家算法）。今天中午十二點多去消費，拿了餐單本想點九層塔蛋餅，因為店家是九層塔豬柳50元，我不想加豬柳，只想要九層塔的蛋餅，問店家可以減多少？櫃檯服務的外籍員工回答我就是50元沒得減！還有加點了鱈魚堡沒加蛋55，其實沒加蛋可以減價5元的。其他店家都能減，就只有這家店特別奇怪，餐單上有些餐點特別註明某些漢堡要另外加蛋要再+10元。可是我的鱈魚堡是本來就含蛋的，這樣說還是店家佔了便宜，雖然只是是5元，但是給我感覺很糟糕。還有海鮮濃湯名不符實，其實是玉米濃湯而已（也不好喝，雖然成本反映在物價，但餐名別誤導用餐的客人），小小一碗就要35元，我家這邊40元是大杯奶茶的量。雖然外籍服務人員送餐服務還可以，不過不知道是他們和台灣中文上交流有問題？還是不明白我表達的意思，雖然餐點還不錯，但之後不會想要再去消費，因為我家這邊美芝城還比它便宜又好吃，重點是可以客製化，出餐速度又快（五分鐘以內可取餐），要上門用餐的人注意我說明的。,2
72,酸菜的味道實在不喜歡，其他部分還不錯,3
73,很好的用餐地點，適合三五好友聚餐，人數超過也有包廂可用。,5
74,非常爛，除了製造噪音外沒有任何優點,1
75,看評價點的 但是強烈不推 (可能早午餐才是店家強項？)   青醬烤雞義大利麵$240、香料烤雞起司燉飯$220   尤其是義大利麵簡直災難      烤雞本身很柴、香料味很重 燉飯本身還ok 不過有整整三塊肉 除去口感不好這點 至少可以吃飽   義大利麵則是「超、級、水」   很少看到義大利麵醬這麼稀 味道本身也是極為普通 麵體也是 組合起來一無可取(早餐店的品質 簡餐店的價格)   硬要說的話燉飯比義大利麵好一點      另加140元可以升級飲料+甜點   蜂蜜薑汁泡泡 不太推 除非很愛薑 裡面也有很多薑的碎末(點熱飲應該會好一點)   橙果蜂蜜泡泡好喝很多 推薦～      甜點的英格蘭酒軟式布丁 口感不錯   起司蛋糕則是非常乾非常乾 說實在連85度c的起司蛋糕都不會這麼乾！配上旁邊的奶油才勉強吃完      整體來說餐點幾乎一半以上都不滿意   尤其以價格來說 這餐加上10%服務費一人約400的花費 極度不值得 cp值極低   但環境是ok的 寬敞安靜適合聊天,1
76,超好吃！可以吃很飽 超級飽！,5
77,門口違停，會有警察開單，請小心，停好車在買,3
78,老闆阿桑只顧招呼年輕男性客人，女性顧客想要點餐，阿桑一直說：等一下等一下還在忙，但嘴上不停跟年輕男子聊天，手上也沒有在處理任何作業。恬不知恥！,2
79,榨菜肉絲麵，麵條Q彈，湯頭清甜。,4
80,排骨燉的很軟爛   但湯喝起來淡如水   這樣要80...,2
81,吃平價牛排的好地方，座位很多，但假日絕對會爆滿，需要等候。,4
82,自助區太小，人擠人，服務還可以,2
83,點了厚切，肉不嫩，沒燒烤感，豬肉有些不熟，好險有發現   味增湯和服務不錯，下次點別的試試,3
84,交通方便，環境清幽，服務佳！,4
85,從小吃到大，很優秀的一家店,5
86,我的媽呀⋯⋯變超難吃，可以不必再去了,1
87,個人覺得噱頭成分為多   它應該改名叫 九湯屋-魚水   但我寧願去吃九湯屋   魚有腥臭味 像泡在氵交醃漬,1
88,老闆娘是中國新娘，有時並不友善，其他店員還不錯。,2
89,珍珠鮮奶茶真的不是套水嗎，有夠淡,1
90,兩星是看風景喝飲料可以 餐點實在不行 鬆餅千萬別點,2
91,名過其實，蝦仁水餃很普通，好幾顆煮破了，蝦仁也沒什麼蝦味、脆彈口感或是特別突出之類，同樣價位有很多更好選擇,2
92,湯頭太甜，味道也很普…   整體感受超難吃………,1
93,上餐速度慢，全店只有我們一桌客人，卻等了半小時，但食物非常好吃，分量也大，薯條、熱狗和可頌都很香酥。   環境幽靜舒適整潔，廁所很大，餐點價位約在兩三百，無服務費但態度很好，有插座和wifi，適合閱讀工作和三五好友聚餐，如果不急著填飽肚子的話還蠻適合來。,4
94,以前夏天幾乎每週必去吃一回。   但大概三個月沒去吃了，   再訪時發覺裡頭人馬好像更換...   雖然配料的選擇性變得更多、   能點選的種類也更豐富，   但再次食用發覺變得不像從前的口味了...   許多配料吃起來也沒有以往好吃...   就連黑糖吃起來也變得都不太純了      如果是換了老闆，變了經營人，   那我想吃過這一回便不再來訪,2
95,台灣拉麵餐廳位於非常乾淨而優雅的美食廣場。   Google繼續說這是一家日本拉麵店，但我認為如果是日本人，那將非常危險。番茄基於台灣口味。起初，我以為它會像番茄意大利面，但它有獨特的味道。   您還可以調整麵條的數量和類型。我吃了最受歡迎的奶酪拉麵和雞蛋拉麵   區別在於麵條很細，而韓國麵條卻耐嚼。   如果您非常了解日本拉麵，或者您喜歡拉麵，則可能想嘗試一下這樣的拉麵來嘗試一下。,3
96,便宜醬汁加辣好吃、服務態度好，但美中不足的是，這邊好像沒有青菜可以選   最後，推薦貢丸 ~,4
97,1.衝著網路高評價前往一試，可惜今日8/8中午小踩雷。   2.蝦醬空心菜90%是老梗、蟹黃海鮮豆腐煲過鹹且使用泡發過的蒟蒻蝦仁、客家小炒豆干絲好吃可惜整體缺少鹹香(推鄰近大肚余小吃)，薑絲蜆湯尚可。   3.或許點其他大菜風味較佳，今日基本款菜色不合口味，如此價位使用泡發過的蒟蒻蝦仁還能有這麼高的評價，應該是我們口感有問題吧。,2
98,很抱歉在第一天就給差評！現場只有一位服務人員，等10分鐘才點了麵，第二位服務人員說會幫我們拿過來，結果等了30分鐘，過去詢問才知道放在旁邊，麵糊成一塊，用餐感受真的很差！,2
99,服務態度有夠差，我點了一份牛排結果上了一份牛肉乾我還以為我畫錯了離開前還看了一下菜單沒有牛肉乾。,1
100,菜色很多，又便宜，還有免費的甜湯跟湯品，在這個精華地段，有這樣CP值高的自助餐，真是附近居民的福氣！,5
101,另一家我們全家的迪化街愛店。   我特愛他家的熱杏仁茶配油條！,5
102,前菜和甜點值得一試，但主菜又貴又少，味道也很普通，不值得～,3
103,➕60元套餐 有檸檬紅茶、麵包、藍莓沙拉、湯   很划算 CP高   燉飯好吃，榴蓮比薩也會推,4
104,味道是好吃的，但是一個100元的雪花牛外帶等了25分鐘，而且比你晚來的號碼牌比你大的甚至還跟你點一樣的人會先拿到，號碼牌拿爽的根本隨機,3
105,味道不錯，晚上吃飯的好地方,4
106,東西很鹹 感覺都在吃調料 連蒸蛋都可以煮到燒焦,1
107,服務與牛肉豬肉不錯，但雞肉很糟，感覺不新鮮，有點餿掉，我們員工聚餐10個人去吃，超過五個都腸胃炎，品質控管不佳,2
108,風味特別，高湯精緻濃郁！          風味特別，高湯精緻濃鬱！,4
109,好不好吃其次。。。居然有蒼蠅。。。應該不合格吧…畢竟價位不便宜呀⋯⋯,1
110,有一位不知道是店員還是老闆娘的講話態度超 級 差！有一天因為趕著上班只買了一個三明治跟一杯小冰奶27元，但是沒有想到身上零錢不夠只剩1000元，拿給她時口氣很差的問我沒有小張一點的嗎？我也很不好意思的回沒有，結果她給我嘆氣歪嘴加搖頭。一千塊不是錢嗎？還是就因為我只有買27元？真的讓人一早心情就很不好！,1
111,香芋啵啵 - 芋泥很甜一定要攪拌均勻再喝(店員說從吸管孔伸入吸管攪拌，但很難攪拌均勻)，芋泥芋圓不多，攪拌後開起來就幾乎看不到了，跟圖片差距蠻大，喝起來的味道幾乎只有牛奶…然後沒了，芋泥、芋頭的味道相當薄弱(單吃芋泥也只有吃到很甜很甜，沒什麼芋頭味道)，大概就真的只適合拍照吧~,2
112,雖然遇到一位奧客大嬸為了座位和另一位客人吵架，但店員處理的非常好，也緩和了其他客人的心情，非常大推,5
113,下午茶吃到飽不用500，還有迷你拉麵，飲料，算是不錯,4
114,真的就只是平價，但麵真的很不好吃，海鮮蒜炒的蝦腥味很重，爆漿餐包也不是每個都爆漿，還在麵裡吃到奇怪的物質，刮到嘴巴，總之不會再來了,1
115,內用感覺很糟   豬排飯110感覺跟便當店差不多   烏龍沾麵的咖哩感覺很像隔水加熱的調理包咖哩   羊肉串騷味很重   雞肉明太子肉很柴,1
116,蠻常去買的，但是餐點會有落差   有時候炸物很棒 有時候又很乾   拉麵浮動也蠻大的,3
117,點了烏龍麵，只有麵跟湯，就這樣,3
118,味道大不如前，環境髒亂，態度又差，甚至還與客人對罵...，完全不推薦,1
119,很棒的一間店，食材用心，包廂須先預訂，大推,5
120,好吃又新鮮，價格很划算，值得,5
121,很喜歡喝黑糖拿鐵配闆娘的笑容,4
122,好吃 老闆老闆娘態度很好很可愛,4
123,食材可以，可惜因為接了包場。整個上菜速度變超慢。   有大生意，真誠替他們開心，但要大單，自己要安排好上菜速度跟整體的運作。   價格也不是不便宜（我們兩人吃了快5400）。還是點套餐，每一個間隔都快5分鐘。   其中一個牛排類的，說是慢熟，但整個煎過油膩。而且幾乎一整盤是邊邊肉/筋。我們是沒有包半場生意大啦，但一人花了快2700，竟然是這樣？   沒問還不說，最後才告知說有包場，所以比較慢。不好意思！   連吃飯中間，熱茶一直要用的叫的⋯，連基本服務都做不好！   非常失望！本來看評價好才來的，沒想到是這樣！,2
124,今天聽到一位附近工地客人跟店家要隔熱套，店家說沒有喔！ 隨客人離開後，店家居然說，手繭這麼厚，應該不怕熱吧...... 就算你東西再多好喝，我也不在乎了......太不尊重人了，超表面的店家,1
125,他們稱自己為“新美國人”，但他們目前的菜單更像“新韓國人”。撇開標籤不談，食物大多都很美味。不幸的是，這家餐廳的吵鬧聲會讓人不舒服。,3
126,食材非常的新鮮，我第一次來吃的時候，感受到非常的開心 。是我吃過最好吃的鐵板燒，鮮蚵、草蝦、干貝，海鮮食材都非常的新鮮可口美味，雞肉料理更是一絕，推薦給大家，感謝,5
127,傳統老店，好喝的果汁，好喝的綠豆冰沙，讚！,5
128,飯食精緻，味道不錯！   甜點看起來很甜，吃起來不甜，配抹茶剛剛好！環境很日式風！可以來試試,4
129,對聲音敏感的人，建議可以考慮別家店。      坐在這家店基本可以「聽」見老闆的每個動作。煮咖啡的聲音因為是開放式廚房，其實可以理解；但其餘的收拾桌子、拖椅子、關冰箱、開盒子拿東西、各式敲敲碰碰確實是動作粗魯的聲音大小，當然也不確定是不是老闆今天心情不太好。      並沒有認為老闆應該天天開心、或有義務注意音量的意思，僅是以個人體驗提醒預計前來的客人。      除了被這些聲音吵到神經外，空間確實是寬敞舒適的。,3
130,完全沒有麻油雞的味道，雞肉是火鍋肉片，肉片有點硬，麻油有苦味，不會再來了！,2
131,尖峰時段去要有等很久的心理準備..,3
132,"Since 1978, Professional and Very Best Beef Noodle Soup in Taiwan. 專業的牛肉麵店，只賣牛肉麵、牛肉湯、湯麵、牛肉泡飯，沒有別的主食。小碗（＄１００）份量就很夠了，【不能加湯】（付錢也沒有）（可以單點牛肉湯，＄１４０），中碗＄１２０，大碗＄１４０。清爽好喝的湯頭，細麵與拉麵兩種選擇，麵體Q彈不爛，五塊大於 1+cm x 1+cm x 3+cm 的牛肋條用料很好，也入味，非常好吃，可以說是示範級的滿百組合！辣渣很香，但卻不搭！酸菜很好吃，但直接加麵裡會比較鹹，而且加太多時酸菜味會蓋掉原先無敵好喝的湯、可惜了這麼好的湯頭。紅辣椒醬只適合沾小菜，加麵裡就毀了！小菜多樣，但一小盤就$30，還好牛肉麵好吃便宜。附近停車不易，連機車都很難停！很好吃，會想再來。  ",4
133,老店搬家，1O月正式營運，現在试賣中，比舊址大了约一倍，多加一位大厨，菜式有增加，好吃！          老店搬家，1O月正式營運，現在試賣中，比舊址大了約一倍，多加一位大廚，菜式有增加，好吃！,4
134,除了飯可能是傳統煮法   其餘應該都是靠機器作出來的餐點   女老闆算man，eq不怎麼欣賞   男老闆有點……呃 你是正妹會有好康,2
135,粥好吃 但是收銀女店員態度很差,2
136,香甜可口，創意十足，本產多元,4
137,這家讓人等很久且鍋貼沒有其他家脆，是我吃過的八方中最不愛的,2
138,市民大道4段，微風廣場旁有趣的手搖飲料店，別具一格,4
139,白酒紅酒香賓調酒都有超棒的也有無酒精飲料，點了鐵鍋炙燒牛肋眼讚讚，適合商務、約會的朋友一起聚餐的好地方喔,5
140,服務親切.餐點好吃環境很棒.還有現場演唱.約會的好去處,5
141,個人覺得他們的烤蔬菜三明治蠻好吃的，很適合素食者……,5
142,東西是滿好吃的，但是衛生度有待加強。   看到女店員貢丸掉到地上直接撿起來放回去。又直接在作業區抽煙，抽完煙又沒洗手直接切小菜。感覺不太衛生。要是能夠改善員工衛生常識就完美了。,2
143,難吃中的難吃，料超爛超噁,1
144,餐點好吃健康，服務態度佳，洗手間在一樓，價格偏高。,4
145,餐飲部份還好⋯服務普通沒有很好。,2
146,除了海帶45元，有點貴，其他都還不錯吃,4
147,肉品還不錯，但東西都偏鹹，可能就是燒肉店的特色吧 （要開一瓶）服務也很好，裡面不大有煙味，我喜歡,4
148,手擦抹布又抓排骨、非常髒、老闆跟客人説電話很兇！說等很久可以不要訂呀！.....太可怕的店,1
149,用你訂預先點了餐但拿到餐點回家才發現餐點已經冷掉了☹️,3
150,棠棠的巴斯克芋泥乳酪超好吃   蛋糕口感紮實又溼潤，甜度也剛好不會太甜   芋泥香氣足夠超推   下次會再試試其他口味～,5
151,真的滿普通   總匯蛋餅 居然是漢堡肉跟火腿,3
152,食材新鮮，料理調味手法美味，但衛生細節須再加強。餐盤上發現頭髮，反應後有立即處理換更換，後續又發生湯品中的手工丸料理完仍有保鮮膜包覆，反應後，僅針對手工丸處理，換一顆新的重新料理，但煮丸子的牛尾湯並未更換，保鮮膜在湯裡煮了這麼久，感覺喝到了塑化劑...   店家看到了評論才想要處理跟補償，當天結帳不也是一樣收我5500嗎？所以客戶不反應就當沒事了嗎？要我再給店家一次機會，要我再花一次錢過去消費，感到無言，真的滿會做生意的....,3
153,運用原有老房（地磚、陡梯），裝飾著日式老洋風感！很有感覺～～   喝了咖啡歐蕾及抹茶漂浮都不錯喝！   吃了柚香檸檬磅蛋糕，還可，但覺得160略貴。   壓力比較大的是，桌旁都貼著「細語」的標語，很像整間貼滿符咒似的，讓人講話倍感壓力～   平日下午去，客人也未滿，但店員只有一位，她非常焦慮及膠著感，可能需要更冷靜的處理這工作（客人們）XD,4
154,"其實算好吃,只是好油,不是水煮的嗎?  ",3
155,態度超爛，以為很有名就是一家流氓，三個人請朋友幫忙買。   店家說什麼後面還有客人，不方便賣，什麼鬼你滷肉飯不錯想吃吃看，得到是什麼態度，飯不夠開什麼店，真是態度爛的店家，請客人以後一人去買飯，看看他們回什麼，做生意還有這樣的阿，客人一位買飯被拒絕，說後面還有人，怎麼你們買飯還可以預約啊？   爛店,1
156,雞滷飯大推   每個餐點都是銅板價   同時也顧好品質，讚,5
157,來這裡感受一下台灣的夜生活。你可以在這裡看到角色扮演青少年。,4
