google_url,place_name,total_rating,place_category,total_reviews,cost,address,district,eat_in,to_go_1,to_go_2,delivery,opening_hours,website,phone,close,place_acquisition_date
https://www.google.com.tw/maps/place/HAKU+Taipei/data=!4m7!3m6!1s0x3442a9f60de285cb:0x64a0e39130743d61!8m2!3d25.069736!4d121.5221517!16s%2Fg%2F11mtfg6dwz!19sChIJy4XiDfapQjQRYT10MJHjoGQ?authuser=0&hl=zh-TW&rclk=1,HAKU Taipei,4.4,酒吧,49.0,, 10491台北市中山區玉門街1號,Plus Code: 3G9C+VV 中山區 台北市,1,0,0,0,星期二、休息; 星期三、18:00 到 02:00; 星期四、18:00 到 02:00; 星期五、18:00 到 02:00; 星期六、18:00 到 02:00; 星期日、休息; 星期一、休息. 隱藏本週營業時間,http://www.facebook.com/hakutaipei,,,2022-11-29
https://www.google.com.tw/maps/place/%E6%B2%90%E6%A3%AE%E6%9E%97+%EF%BC%88%E7%B0%A1%E9%A4%90%26%E5%92%96%E5%95%A1%E5%BB%B3%EF%BC%89/data=!4m7!3m6!1s0x3442add16ebd1fe3:0x5e7fbf78cebd39c7!8m2!3d25.0811715!4d121.5451063!16s%2Fg%2F11jjj9nkqh!19sChIJ4x-9btGtQjQRxzm9zni_f14?authuser=0&hl=zh-TW&rclk=1,沐森林 （簡餐&咖啡廳）,5.0,餐廳,372.0,, 10491台北市中山區大直街20巷24號,Plus Code: 3GJW+F2 中山區 台北市,1,1,0,1,,https://instagram.com/forest.cafe.moon?igshid=YmMyMTA2M2Y=, 02 2533 4550,,2022-11-29
https://www.google.com.tw/maps/place/%E9%BB%83%E6%8A%84%E6%89%8B/data=!4m7!3m6!1s0x3442ac0508a70dcd:0x6b35aa3ef89883a7!8m2!3d25.0812889!4d121.546284!16s%2Fg%2F1tgz813v!19sChIJzQ2nCAWsQjQRp4OY-D6qNWs?authuser=0&hl=zh-TW&rclk=1,黃抄手,2.6,熟食店,70.0,$, 10491台北市中山區大直街18號,Plus Code: 3GJW+GG 中山區 台北市,1,1,0,0,,https://savvik123.pixnet.net/blog/post/13653419, 02 8509 2852,,2022-11-29
https://www.google.com.tw/maps/place/The+Excited+Goat+Coffee+%E5%95%A1%E5%95%A1%E7%BE%8A%E5%92%96%E5%95%A1%E5%BA%97/data=!4m7!3m6!1s0x3442a92a8f369c47:0x1290e9c10fd47c29!8m2!3d25.0692628!4d121.5221602!16s%2Fg%2F11s5t7yqmd!19sChIJR5w2jyqpQjQRKXzUD8HpkBI?authuser=0&hl=zh-TW&rclk=1,The Excited Goat Coffee 啡啡羊咖啡店,5.0,咖啡店,17.0,, 10491台北市中山區玉門街1號,Plus Code: 3G9C+PV 中山區 台北市,1,1,0,0,星期二、休息; 星期三、休息; 星期四、休息; 星期五、休息; 星期六、休息; 星期日、14:00 到 18:00; 星期一、休息. 隱藏本週營業時間,https://instabio.cc/4061304QsbM2Q,,,2022-11-29
https://www.google.com.tw/maps/place/Seoul+Ho!/data=!4m7!3m6!1s0x3442a9be0e0712c1:0x8310fb925a66d90b!8m2!3d25.069931!4d121.522043!16s%2Fg%2F11tf2l3dzp!19sChIJwRIHDr6pQjQRC9lmWpL7EIM?authuser=0&hl=zh-TW&rclk=1,Seoul Ho!,5.0,熟食店,11.0,, 104台北市中山區玉門街1號,Plus Code: 3G9C+XR 中山區 台北市,1,1,0,0,星期二、休息; 星期三、16:00 到 22:00; 星期四、16:00 到 22:00; 星期五、16:00 到 00:00; 星期六、12:00 到 00:00; 星期日、12:00 到 20:00; 星期一、休息. 隱藏本週營業時間,https://instagram.com/seoul.ho?igshid=YmMyMTA2M2Y=,,,2022-11-29
https://www.google.com.tw/maps/place/%E9%A0%82%E5%A5%BD%E6%97%A9%E9%A4%90/data=!4m7!3m6!1s0x3442ac0519b85a69:0x5d9c3d87114c2bbc!8m2!3d25.0822188!4d121.5462575!16s%2Fg%2F11ymj4s1j!19sChIJaVq4GQWsQjQRvCtMEYc9nF0?authuser=0&hl=zh-TW&rclk=1,頂好早餐,4.0,早餐餐廳,118.0,, 10462台北市中山區大直街46巷1號,Plus Code: 3GJW+VG 中山區 台北市,1,1,0,0,星期二、05:30 到 13:00; 星期三、05:30 到 13:00; 星期四、05:30 到 13:00; 星期五、05:30 到 13:00; 星期六、05:30 到 13:00; 星期日、05:30 到 13:00; 星期一、05:30 到 13:00. 隱藏本週營業時間,, 02 2533 0509,,2022-11-29
https://www.google.com.tw/maps/place/%E8%90%83%E8%8C%B6%E9%A2%A8(%E5%8F%B0%E5%8C%97MAJI%E5%BA%97)/data=!4m7!3m6!1s0x3442a94f37348ea1:0xb9753508e07b591!8m2!3d25.0700443!4d121.5221508!16s%2Fg%2F11f6lgv8r5!19sChIJoY40N0-pQjQRkbUHjlBTlws?authuser=0&hl=zh-TW&rclk=1,萃茶風(台北MAJI店),1.2,珍珠奶茶店,29.0,, 10491台北市中山區玉門街1號,Plus Code: 3GCC+2V 中山區 台北市,1,1,0,1,星期二、10:30 到 21:30; 星期三、10:30 到 21:30; 星期四、10:30 到 21:30; 星期五、10:30 到 21:30; 星期六、10:30 到 21:30; 星期日、10:30 到 21:30; 星期一、10:30 到 21:30. 隱藏本週營業時間,,,,2022-11-29
https://www.google.com.tw/maps/place/%E5%A4%A7%E7%9B%B4%E5%8C%97%E6%A5%B5%E7%86%8A%E7%B6%BF%E7%B6%BF%E5%86%B0/data=!4m7!3m6!1s0x3442ac05245c7db1:0x2566a3ea6ef7314f!8m2!3d25.0828135!4d121.5459494!16s%2Fg%2F11c0t1zqn1!19sChIJsX1cJAWsQjQRTzH3buqjZiU?authuser=0&hl=zh-TW&rclk=1,大直北極熊綿綿冰,4.5,雪糕店,166.0,$, 10491台北市中山區大直街62巷6號,Plus Code: 3GMW+49 中山區 台北市,1,1,0,0,星期二、休息; 星期三、12:30 到 22:30; 星期四、12:30 到 22:30; 星期五、12:30 到 22:30; 星期六、12:30 到 22:30; 星期日、12:30 到 22:30; 星期一、12:30 到 22:30. 隱藏本週營業時間,http://www.dot.gov.taipei/, 02 2533 1576,,2022-11-29
https://www.google.com.tw/maps/place/%E5%81%A5%E5%BA%B7%E9%A4%8A%E7%94%9F%E5%89%B5%E6%84%8F%E4%B8%89%E6%98%8E%E6%B2%BB/data=!4m7!3m6!1s0x3442ad8f22fc5bd3:0x721fd33e504f03d2!8m2!3d25.0805171!4d121.5467898!16s%2Fg%2F11f7c64qmm!19sChIJ01v8Io-tQjQR0gNPUD7TH3I?authuser=0&hl=zh-TW&rclk=1,健康養生創意三明治,3.8,早餐餐廳,57.0,$, 10491台北市中山區大直街3號,Plus Code: 3GJW+6P 中山區 台北市,1,1,0,0,星期二、06:00 到 13:00; 星期三、06:00 到 13:00; 星期四、06:00 到 13:00; 星期五、06:00 到 13:00; 星期六、06:00 到 13:00; 星期日、06:00 到 13:00; 星期一、06:00 到 13:00. 隱藏本週營業時間,, 02 2532 6412,,2022-11-29
https://www.google.com.tw/maps/place/Pasta+NO30/data=!4m7!3m6!1s0x3442ad2a12112ec7:0x1ce15897fc18c7e3!8m2!3d25.0816159!4d121.546291!16s%2Fg%2F11gm7k55c2!19sChIJxy4REiqtQjQR48cY_JdY4Rw?authuser=0&hl=zh-TW&rclk=1,Pasta NO30,4.3,意大利餐廳,179.0,, 10491台北市中山區大直街30號,Plus Code: 3GJW+JG 中山區 台北市,1,1,0,1,星期二、11:30 到 14:30、16:30 到 20:30; 星期三、11:30 到 14:30、16:30 到 20:30; 星期四、11:30 到 14:30、16:30 到 20:30; 星期五、11:30 到 14:30、16:30 到 20:30; 星期六、11:30 到 14:30、16:30 到 20:30; 星期日、11:30 到 14:30、16:30 到 20:30; 星期一、休息. 隱藏本週營業時間,, 02 2532 8007,,2022-11-29
https://www.google.com.tw/maps/place/WOW%E8%B1%86%E8%8A%B1/data=!4m7!3m6!1s0x3442a94b8bc443e1:0xe6165eef3bb11424!8m2!3d25.0703571!4d121.5215704!16s%2Fg%2F11g2xntq26!19sChIJ4UPEi0upQjQRJBSxO-9eFuY?authuser=0&hl=zh-TW&rclk=1,WOW豆花,2.3,冰品飲料店,23.0,, 10491台北市中山區玉門街1號,Plus Code: 3GCC+4J 中山區 台北市,0,0,0,0,星期二、11:30 到 21:30; 星期三、11:30 到 21:30; 星期四、11:30 到 21:30; 星期五、11:30 到 21:30; 星期六、11:30 到 21:30; 星期日、11:30 到 21:30; 星期一、11:30 到 21:30. 隱藏本週營業時間,,,,2022-11-29
https://www.google.com.tw/maps/place/%E5%AA%BD%E5%AA%BD%E5%B0%8F%E7%AD%91%E6%BB%B7%E8%82%89%E9%A3%AF%E5%BA%97/data=!4m7!3m6!1s0x3442ac1ab3aa8c13:0x5bc2bd3d7c59ee25!8m2!3d25.0832877!4d121.5475353!16s%2Fg%2F11hbk5ps1j!19sChIJE4yqsxqsQjQRJe5ZfD29wls?authuser=0&hl=zh-TW&rclk=1,媽媽小筑滷肉飯店,4.6,餐廳,95.0,$, 10491台北市中山區大直街57巷24號,Plus Code: 3GMX+82 中山區 台北市,1,1,0,0,星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、休息; 星期日、休息; 星期一、11:00 到 20:30. 隱藏本週營業時間,, 02 2532 5509,,2022-11-29
https://www.google.com.tw/maps/place/%E8%B1%AC%E5%A4%AA%E9%83%8E+%E8%B1%AC%E8%A1%80%E7%B3%95+%E7%8F%BE%E6%89%93%E6%9E%9C%E6%B1%81+%E6%89%8B%E6%90%96%E9%A3%B2%E6%96%99/data=!4m7!3m6!1s0x3442ad0789077bb3:0xb43f974ef1c756b9!8m2!3d25.0806666!4d121.5465882!16s%2Fg%2F11f8l528tl!19sChIJs3sHiQetQjQRuVbH8U6XP7Q?authuser=0&hl=zh-TW&rclk=1,豬太郎 豬血糕 現打果汁 手搖飲料,5.0,餐廳,10.0,, 10491台北市中山區大直街5號,Plus Code: 3GJW+7J 中山區 台北市,1,1,0,0,星期二、15:00 到 21:30; 星期三、15:00 到 21:30; 星期四、15:00 到 21:30; 星期五、15:00 到 21:30; 星期六、休息; 星期日、休息; 星期一、15:00 到 21:30. 隱藏本週營業時間,, 0930 304 200,,2022-11-29
https://www.google.com.tw/maps/place/%E6%9B%BC%E8%B0%B7%E5%B0%8F%E5%90%83/data=!4m7!3m6!1s0x3442a94f0654efc9:0x3bb98d6c314c8cec!8m2!3d25.070744!4d121.5225703!16s%2Fg%2F11dym9r2dm!19sChIJye9UBk-pQjQR7IxMMWyNuTs?authuser=0&hl=zh-TW&rclk=1,曼谷小吃,1.4,熟食店,20.0,, 10491台北市中山區酒泉街1-12號號,Plus Code: 3GCF+72 中山區 台北市,1,1,0,0,星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、11:00 到 20:30; 星期日、17:00 到 19:30; 星期一、11:00 到 20:30. 隱藏本週營業時間,,,,2022-11-29
https://www.google.com.tw/maps/place/%E6%AC%BD%E8%B1%AA%E8%87%AA%E5%8A%A9%E9%A4%90/data=!4m7!3m6!1s0x3442ac051a326d03:0x8e9ada4cb9c6eba4!8m2!3d25.082001!4d121.546115!16s%2Fg%2F11xcw6pb7!19sChIJA20yGgWsQjQRpOvGuUzamo4?authuser=0&hl=zh-TW&rclk=1,欽豪自助餐,3.4,自助餐餐廳,36.0,$, 10491台北市中山區大直街46巷4號,Plus Code: 3GJW+RC 中山區 台北市,1,1,0,0,星期二、11:00 到 14:00、17:00 到 20:00; 星期三、11:00 到 14:00、17:00 到 20:00; 星期四、11:00 到 14:00、17:00 到 20:00; 星期五、11:00 到 14:00、17:00 到 20:00; 星期六、11:00 到 14:00、17:00 到 20:00; 星期日、11:00 到 14:00、17:00 到 20:00; 星期一、11:00 到 14:00、17:00 到 20:00. 隱藏本週營業時間,, 02 2533 6265,,2022-11-29
https://www.google.com.tw/maps/place/%E9%9B%BB%E5%90%89%E5%B1%8B+Denkichiya/data=!4m7!3m6!1s0x3442ad90a3eb0643:0x2300de282b8a0c4a!8m2!3d25.082814!4d121.545876!16s%2Fg%2F11rqmcgblc!19sChIJQwbro5CtQjQRSgyKKyjeACM?authuser=0&hl=zh-TW&rclk=1,電吉屋 Denkichiya,5.0,美食廣場,27.0,, 10491台北市中山區大直街62巷8號,Plus Code: 3GMW+49 中山區 台北市,1,1,0,1,星期二、18:00 到 22:00; 星期三、休息; 星期四、18:00 到 22:00; 星期五、20:00 到 00:00; 星期六、18:00 到 00:00; 星期日、18:00 到 22:00; 星期一、18:00 到 22:00. 隱藏本週營業時間,,,,2022-11-29
https://www.google.com.tw/maps/place/Clean+Rose/data=!4m7!3m6!1s0x3442adf0283984f5:0x31a04e32009feb68!8m2!3d25.0822508!4d121.5454079!16s%2Fg%2F11h3qx36n3!19sChIJ9YQ5KPCtQjQRaOufADJOoDE?authuser=0&hl=zh-TW&rclk=1,Clean Rose,4.5,酒吧,64.0,, 104台北市中山區大直街46巷29號後段,Plus Code: 3GJW+W5 中山區 台北市,1,1,0,0,星期二、20:00 到 02:00; 星期三、20:00 到 02:00; 星期四、20:00 到 02:00; 星期五、20:00 到 02:00; 星期六、20:00 到 02:00; 星期日、休息; 星期一、20:00 到 02:00. 隱藏本週營業時間,,,,2022-11-29
https://www.google.com.tw/maps/place/%E5%81%A5%E7%BE%8E%E9%AD%AF%E5%91%B3/data=!4m7!3m6!1s0x3442abe1204b362b:0x237bb0af829d356c!8m2!3d25.0558078!4d121.541382!16s%2Fg%2F11xnkjydn!19sChIJKzZLIOGrQjQRbDWdgq-weyM?authuser=0&hl=zh-TW&rclk=1,健美魯味,4.3,熟食店,26.0,, 10491台北市中山區興安街80巷2號,Plus Code: 3G4R+8H 中山區 台北市,0,1,0,0,星期二、09:00 到 17:00; 星期三、09:00 到 17:00; 星期四、09:00 到 17:00; 星期五、09:00 到 17:00; 星期六、09:00 到 17:00; 星期日、休息; 星期一、09:00 到 17:00. 隱藏本週營業時間,https://www.facebook.com/SoyamixedJIANMEI, 02 2517 2969,,2022-11-29
https://www.google.com.tw/maps/place/%E8%B1%AC%E8%85%B8%E5%86%AC%E7%B2%89%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442abe04daaceff:0xf4c5d345c646eb96!8m2!3d25.0560419!4d121.5389649!16s%2Fg%2F11c6rjc9jn!19sChIJ_86qTeCrQjQRlutGxkXTxfQ?authuser=0&hl=zh-TW&rclk=1,豬腸冬粉魯肉飯,3.9,熟食店,54.0,$, 104台北市中山區興安街46號,Plus Code: 3G4Q+CH 中山區 台北市,1,1,0,0,星期二、06:00 到 14:00; 星期三、06:00 到 14:00; 星期四、06:00 到 14:00; 星期五、06:00 到 14:00; 星期六、休息; 星期日、休息; 星期一、06:00 到 14:00. 隱藏本週營業時間,, 0926 202 169,,2022-11-29
https://www.google.com.tw/maps/place/%E6%A1%B6%E4%B8%80%E5%A4%A9%E4%B8%8B%E5%A4%A7%E7%9B%B4%E5%BA%97/data=!4m7!3m6!1s0x3442ac05a2fd0c7f:0x26f41a0c3714fb08!8m2!3d25.0806323!4d121.5466454!16s%2Fg%2F11c2j7g88v!19sChIJfwz9ogWsQjQRCPsUNwwa9CY?authuser=0&hl=zh-TW&rclk=1,桶一天下大直店,3.8,熟食店,259.0,, 10463台北市中山區大直街7號,Plus Code: 3GJW+7M 中山區 台北市,1,1,0,1,星期二、16:15 到 00:00; 星期三、16:15 到 00:00; 星期四、16:15 到 00:00; 星期五、16:15 到 00:00; 星期六、16:15 到 00:00; 星期日、16:15 到 00:00; 星期一、16:15 到 00:00. 隱藏本週營業時間,http://www.tianshia.com.tw/, 0918 306 790,,2022-11-29
https://www.google.com.tw/maps/place/%E8%88%88%E5%AE%89%E8%A1%97+%E6%9D%B1%E5%B1%B1%E9%B4%A8%E9%A0%AD/data=!4m7!3m6!1s0x3442abe1184f41fb:0x609756fc81646a98!8m2!3d25.056004!4d121.54128!16s%2Fg%2F11cmts75fh!19sChIJ-0FPGOGrQjQRmGpkgfxWl2A?authuser=0&hl=zh-TW&rclk=1,興安街 東山鴨頭,3.5,熟食店,40.0,, 10491台北市中山區興安街74號,Plus Code: 3G4R+CG 中山區 台北市,0,1,0,0,星期二、18:00 到 23:00; 星期三、18:00 到 23:00; 星期四、18:00 到 23:00; 星期五、18:00 到 23:00; 星期六、18:00 到 23:00; 星期日、18:00 到 23:00; 星期一、休息. 隱藏本週營業時間,,,,2022-11-29
https://www.google.com.tw/maps/place/%E5%A4%A7%E7%9B%B4%E9%A4%A8/data=!4m7!3m6!1s0x3442ac0e20373ba3:0x131ebe682375f483!8m2!3d25.0821157!4d121.5526313!16s%2Fg%2F11cs38xj47!19sChIJozs3IA6sQjQRg_R1I2i-HhM?authuser=0&hl=zh-TW&rclk=1,大直館,4.3,純素餐廳,12.0,, 10491台北市中山區敬業二路69巷69號,Plus Code: 3HJ3+R3 中山區 台北市,1,1,0,0,星期二、11:00 到 14:00、17:00 到 20:00; 星期三、11:00 到 14:00、17:00 到 20:00; 星期四、11:00 到 14:00、17:00 到 20:00; 星期五、11:00 到 14:00、17:00 到 20:00; 星期六、11:00 到 14:00、17:00 到 20:00; 星期日、休息; 星期一、11:00 到 14:00、17:00 到 20:00. 隱藏本週營業時間,,,,2022-11-29
https://www.google.com.tw/maps/place/%E6%95%85%E5%9C%B0+GOODY/data=!4m7!3m6!1s0x3442ab5a87bc249d:0x55eb170da61bf4dd!8m2!3d25.056691!4d121.5407314!16s%2Fg%2F11qbd1_g9w!19sChIJnSS8h1qrQjQR3fQbpg0X61U?authuser=0&hl=zh-TW&rclk=1,故地 GOODY,5.0,餐廳,29.0,, 104台北市中山區龍江路213號,Plus Code: 3G4R+M7 中山區 台北市,1,0,1,1,星期二、20:00 到 04:30; 星期三、20:00 到 04:30; 星期四、20:00 到 04:30; 星期五、20:00 到 04:30; 星期六、20:00 到 04:30; 星期日、休息; 星期一、休息. 隱藏本週營業時間,, 02 2517 6017,,2022-11-29
https://www.google.com.tw/maps/place/%E5%A3%B9%E5%92%96%E5%95%A1%E7%94%9F%E6%B4%BB%E9%A4%A8/data=!4m7!3m6!1s0x3442ac052353cc9b:0x491d9e29151d4061!8m2!3d25.0826121!4d121.54629!16s%2Fg%2F11_t1bz5s!19sChIJm8xTIwWsQjQRYUAdFSmeHUk?authuser=0&hl=zh-TW&rclk=1,壹咖啡生活館,3.9,咖啡店,39.0,$, 10462台北市中山區大直街56號,Plus Code: 3GMW+2G 中山區 台北市,1,0,1,1,星期二、06:00 到 21:00; 星期三、06:00 到 21:00; 星期四、06:00 到 21:00; 星期五、06:00 到 21:00; 星期六、06:00 到 21:00; 星期日、07:00 到 16:30; 星期一、06:00 到 21:00. 隱藏本週營業時間,, 02 2533 3900,,2022-11-29
