,verse_text,label
38,好吃，他的蛋餅跟卡啦雞腿堡都很美味。,5
39,優質的農產品，自產自銷，董事長真誠熱心，董娘美麗多才多藝，餐飲是極俱當地特色，環境優雅，適合全家，公司行號聚餐泡茶的好地方。,5
40,乾淨整潔，好吃，服務也不錯，會再來的店,4
41,悠悠閒閒，咖啡尚可，未算驚艷。,3
42,簡約風格中帶有懷舊的昏暗，老闆的手藝了得，雖份量不多且簡單，但吃的到老闆的用心！是一家從外面看不出裡面情形，但值得探險的餐廳。,5
43,肉品還不錯，但東西都偏鹹，可能就是燒肉店的特色吧 （要開一瓶）服務也很好，裡面不大有煙味，我喜歡,4
44,22/05/13:   不好意思，這裡的徒手包含沒有戴手套喔，若是有戴手套我也不會特地來留言，謝謝。      ——————————————   想給個建議生菜沙拉不要徒手抓進盒子裡放，用夾子會讓人感覺更安心。,2
45,網路提前20分鐘預訂，來了現場說預訂的，現場排隊一個人，還是先做前面的那個。那幹嘛預訂，來現場排隊都一樣等啊,2
46,雪菜麵清爽，嘴邊肉油豆腐好吃,4
47,店裡餐點美味可口   老闆娘親切，值得再訪,5
48,這間店會檢討消費者，優質好店。      點完餐主動交代料和麵類要分開，然後補充說明不加蔥，被店家回覆，等等裝袋時會再問。   前位客人也確實被問要不要辣、蔥和酸菜。   輪到我時被只問了要不要加辣，蔥和酸菜都沒被問，我也依據問題僅回覆不要辣。   最終我發現裡面每一袋都加了蔥，和店家反應後，竟被檢討說我沒事先講?!?!   給我的理由是   1.我和她說時她在裡面聽不清楚，聽不清楚還可以回應我說等等會再問？   2.她說她在問我要不要辣的時候，我就應該要說不要蔥，是我沒有講？   接著開始每一袋開始挑蔥，邊挑又邊強調是我沒有講不是她的錯。   沒有要各位評斷誰有理，單純提供如此荒謬的對話以及實際消費感受而已。,2
49,豆漿醇香，燒餅，現烙蔥油餅，口感佳，水煎包，好吃。,4
50,水餃還算不錯吃，不過包水餃的阿嬤一邊包水餃，一邊收錢，衛生可以再改善一些些,3
51,"蔬菜的份量算大，詢問內容很仔細, 例如菜要不辣，荷包蛋要不要熟、要不要醬油膏。試一次不要太鹹的版本，平常不喜歡吃飯的孩子，竟然自己可以吃掉一整份蔬菜跟主菜配一整碗飯。 瞧他吃的狠勁：）  ",4
52,是一間好吃的親子餐廳，餐點好，也有遊戲區，超推,5
53,都是非常好喝的酒品 也有專業的講解 氣氛很好輕鬆卻不失精緻 會再回訪,5
54,被店面吸引過來的，店的佈置很精巧，非常吸引人，洗手台的設計也很有創意，點了紅柚檸檬愛玉，可以另加二樣選擇，當然是選最近迷上的芋圓啦，沒想到芋圓跟地瓜圓都這麼好吃，有芋圓的香味，還有顆粒，不用去九份也能吃到道地的芋圓 ，愛玉配上紅柚加了檸檬非常對胃，有機會要再來吃 。,5
55,送去洗澡後，回家發現狗狗狀態極差，店家卻沒有即時發現，結束洗澡後也沒有馬上打電話請主人接回，讓狗狗一直在狹小籠子待很久。      希望店家對待生命不是只有工作責任，道德方面也要好好思考。      第二顆星是我反應狀況後，有兩次店家來電關心，雖然沒有關心到重點，但總比都沒打來好。,2
56,網路推薦，所以跟女朋友一起去吃，第二天兩個都肚子不舒服。大碗真的蠻大一碗，可是湯有化學味，泡麵的湯我還比較敢喝。以這個品質太貴。      看了其它評價，突然覺得很多人沒吃過好的牛肉麵。,1
57,第一次去喝點了杯溫珍奶.正常甜..我和我老婆都覺得太甜了.我是覺得比起其他店的正常甜.大概又甜了2倍.嘴巴裡完全只有甜味.沒有茶味.會讓我以為再喝珍珠溫糖水,1
58,粥好吃 但是收銀女店員態度很差,2
59,環境舒適 平民價格 美味餐點 吃火鍋還能邊點日本料理 美麥！！,5
60,料份量是不是可以改善下，好像只在吃麵包,2
61,天花板很低，壓迫感無法不在如影隨形！,2
62,初訪   之前喝過八德路小巨蛋附近的兩間，印象還不錯。   這次點蜂蜜四季青（去冰）、紅茶（微糖、去冰）$80，刷line pay，電子發票刷載具。   電子發票存載具記得提早跟店員說一下，可以使用許多電子支付方式，蠻方便的！   這次還發現時環保杯示範店舖！,4
63,橘色素以服務貼心聞名，我們卻感受不到，可能是隔壁桌有名人的排擠效應？服務生連自我介紹都沒有，怎麼別的評論都可知道名字呢？去隔壁服務都有說有笑，轉頭過來就冷冰冰的。      店內音樂聲很大，加上聊天人聲吵雜，常聽不清楚。問這菜盤是單份還雙人？服務生說他「剛說過了」這是兩份放在一起；點餐建議我們點兩份套餐，說「才」差250；然後螃蟹也要我們說了才說會幫忙剝，怎麼都跟部落客說的會幫忙處理都不一樣？菜盤問說高麗菜跟白菜都吃嗎？結果來的是高麗菜跟茼蒿？？恰巧友人不愛茼蒿⋯      我們也不是共食，也是紮紮實實點了兩份套餐，一人平均2000，沒吃什麼卻感覺很飽，大概是受了點氣吧。,2
64,"店內含我共二組客人而已,坐在店家5分鐘看不到人來招呼,送餐也不確認是否有到齊,跟店家提醒飲料沒送,店員未確認明細就回沒點到咖啡,經確認後才發現錯誤!那不就剛好我有確認,不然要被重復收費,會不會太扯?沒把握的事不要隨便回應好嗎?   店員無精打采整個氛圍懶散,到底是三小?      ps 東西還不錯吃  ",2
65,店員講話的聲音 大到我無法好好用耳機 聽音樂 笑的聲音讓我無法好好吃個飯,2
66,菜色尚可   服務極差，請服務生上菜慢一點居然回「我們上菜已經很慢了」，2分鐘後送下一道菜還說「我們上菜很慢喔」，看不懂怎麼做服務的,1
67,買了漢堡   口味不合我們   雞肉蠻柴的   有放洋蔥，生的   吃的時候就直接拿掉了   生洋蔥味道太重   不會再光顧了,1
68,香甜可口，創意十足，本產多元,4
69,好普，點了好多可是每一樣都普通到不行，失望,2
70,雞排厚實多汁，搭配咖哩飯好吃！！,4
71,點完餐點還要低銷一杯飲料真的太坑，漢堡排三明治不錯吃，咖喱果香太搶戲這樣700飲料是我覺得最不值得的地方不好喝一小杯還要180低消沒有飲料的話就是五星了,4
72,家具新穎獨特，店主會提供專業建議和優質服務。   如果我需要更多家具，我會回來的。,5
73,已經站在櫃檯點餐，員工在包水煎包，男員工還重覆我要點的餐點，另一個客人來女員工就直接問她要什麼就先幫她結帳，請問我剛剛先來說我要什麼，她是讀空氣嗎？沒先後順序點餐是哪招，請改善服務不要老是一直包水煎包，也看看是誰先來點餐,2
74,就很好吃，會回購的雞排就是好雞排,5
75,店內有點髒⋯ 而且服務態度好差的⋯,1
76,本來想給一顆星，但活的蝦子真的很鮮甜。   1、菜盤裡的高麗菜有蟲   2、吃到一半有蟑螂探頭出來，最後還爬到桌子上再跳回去   3、蛤蜊五顆裡只有一顆可以吃，三顆臭掉、一顆滾很久沒有開   結論：只有蝦子讓我驚艷、希望晚上不要拉肚子,1
77,目前為止已經在偷懶的人點餐無數次了，基本上可算是我在東湖的口袋餐廳，但最近半個月點了兩次，發現飯都糊成一團，雞肉出現腥味，希望店家能夠改善。,2
78,我覺得布丁很合我口味   不會過甜 真材實料   可以懂上面有些人不喜歡的原因   因為布丁較為紮實、硬、不甜   可能會覺得吃起來沒味道   口味就見仁見智囉～推薦給吃不甜的朋友,4
79,無糖金萱底部有不明沈澱物 味道迥異,2
80,鰻魚烤的好吃，魚刺在烤的火候處理的很好，咀嚼鰻魚時不會有魚刺異物感，也不會烤的太焦，非常不錯喔。,5
81,點了 素仔煎 炒豆包 捲餅 只有豆包還OK（但也不算好吃）其他都不好吃 素仔煎都是粉 捲餅不知道什麼醬 很膩 趕快喝氣泡水才比較舒服,1
82,現炸雞腿排不錯吃   雞排便當120可選3樣配菜   最近賣薏仁湯但是薏仁煮得不夠軟爛,3
83,我大約10年前來到這裡，所以我用我的記憶找到了一家商店。      應該是這家店，不過好像翻新過了。      十年前，我覺得有海鮮粥，但我在菜單上找不到。      目前，我點了牛肉粥和受歡迎的餛飩面。      您可以在自助角自由飲用的湯很美味，因為蝦殼的湯汁很好。   餛飩面（帶湯）是一樣的湯。      麵條是一種在台灣很少見的細麵條，質地有嚼勁。   很好吃♪,5
84,榨菜肉絲麵，麵條Q彈，湯頭清甜。,4
85,這家生意很好！便當均一價70元，而且配菜可以選四樣喔！飯量不算多，大食量的人可能會覺得不夠，但內用好像可以免費加飯！   口味來說還算不錯，我最喜歡吃炸雞腿飯！,4
86,服務無言到爆   打電話訂位剩20:30有位子 沒關係   但卻沒跟我們告知最後加點時間   這樣就算了~ 20:35左右到 位子也還沒整理好 等到45分才入坐   屁股都還沒坐熱就直接問最後加點   一整個下來真的是黑人問號 到底為什麼要付服務費   如果20:30真的太晚 你們就不要接訂位 ‍♀️,1
87,跟老先覺差個$15~20，裡面的料跟品質，天差地遠,1
88,酸菜的味道實在不喜歡，其他部分還不錯,3
89,我不是星巴克粉絲，是陪太太一起來吃早餐。   早餐我喜歡路易莎，但場地還是星巴克優質些。   希望星巴克在餐點上加油！,3
90,老實說，儘管價格更高，但我不得不承認這是相當不錯的提拉米蘇。不像令人興奮的東西，但絕對是好的。,4
91,桑椹紅茶不錯，但是微糖比一般店家要甜。   我想這個應該是加熬煮的桑椹糖漿調成的，所以如果要比較不甜的話，可能桑椹味道會變淡。,4
92,吃了這樣多年，份量多又好吃。,4
93,便宜又大碗69元搞定！古早乾麵推！,4
94,東西很鹹 感覺都在吃調料 連蒸蛋都可以煮到燒焦,1
95,我來是因為我的朋友艾米麗決定要孩子，她不能在沒有孩子玩耍的地方吃飯。他們有一個遊樂區。      也就是說，菜單經過精心組合，提供經典的美國/意大利菜餚，沒有任何“台灣風味洗滌”，也就是沒有過度甜味。你不需要一個孩子進去，所以不用擔心試圖想出一個孩子來吃他們的殺手比索烤奶酪，你可以一個人去。      遊樂區有 2 把沒有電池的玩具吉他。作為一個因兒童友好型住宿而吸引顧客的目的地，您必須配備電池...... 4 星。,4
96,普普通通，沒有其他評價說的那麼好吃。,3
97,松山火車站站內一樓……   便捷！！,4
98,很難得一份鮭魚丼飯我吃不去，都是令人心悸的魚腥味，然後飯整個很軟爛的被擠在一起。   明太子玉子燒還可以，勉強的嚥下200元的生魚丼飯，上面的蝦確是腥得嚇人，兒子吐整個不行。   最後整份也都放在那邊，唯一可取的是茶碗蒸還不錯。   料算是很多，還有送的味增湯味道也不錯。      真誠的希望你們的生魚片可以保存再加強，不然買回來無法嚥下不只浪費錢更是浪費食物。      希望你們可以再加油。      不過服務人員態度很好，這一顆星是給櫃檯的人員。   其他的……我要再去抱廁所一下，真的不行吶……。,1
99,出餐速度極慢 一直出內用的我還要再那邊等20分鐘？ 別人一個義大利麵進來3分鐘就好了 我外帶要等20分鐘 這麼爛？ 再來我的飲料明明寫熱的還給我做成冰的 菜單畫爽的？   一星都不想給 等久就算了還給我做錯 爾後絕對不會光顧 爛透了,1
100,道地一鴨三吃(脆皮鴨肉，熱炒香塔髓骨，鹹菜骨湯),4
101,從開幕後就很常去的店   以前幾乎每週都買，但自從人變多後，   整體品質下降很多，以後不會再推薦朋友去了      一般輕便當的菜偶爾有點鹹（品質不穩定）   內用或外帶現在都要等二十分鐘左右   服務品質也變很差，尤其櫃台的某位平瀏海小姐，每次去她臉都超臭，詢問客人要點什麼的語氣也很不友善   現在經過店外，只要看到她站在櫃檯就不會買了。真心建議店家，如果員工不適合當外場就應該調整一下，不要這樣影響客人的消費感受   （同事跟朋友也不只一次抱怨）      輕食便當店還有其他選擇，不一定要選這家。,2
102,價格便宜划算，但是油煙味太重，吃完整身都臭掉了...,3
103,原汁牛肉麵是清湯的，牛肉不柴，湯入口後有淡淡的牛肉清香味，值得一嚐。,4
104,成功路三段的棉花田巷子轉進去很快就會到。   純粹就是要吃遍全省各地黑糖剉冰的心態。剉冰是用冰塊機去打得，所以比較粗口感不錯，糖水說不上多香但還蠻好吃的。算是沒有踩到地雷吃的挺開心的。 依舊想念我的苓雅陳Q黑砂糖。,4
105,嫩嬰很愛你們家的雞絲飯，每次去公園玩之前必定被拉進來,5
106,宮保雞丁鐵板麵好吃！豆漿不是粉泡的，好喝！,4
107,價格平實，鍋燒麵湯頭清甜，搭配的料蠻多樣，但冷凍魚片、黑輪跟鍋燒麵不太搭，如果換成新鮮的食材(菇類、花枝)會更好,3
108,"老闆在餐飲界資歷豐富,對食材的品質和衛生要求極高  ",5
109,餐點很ok，服務很差。   上主菜+高麗菜續一次後整整30分鐘沒再有服務生理。只有聽到女服務生在別桌跟客人（應該是朋友）喊 “你要請我喝飲料”。 沒有服務生來，什麼小菜還是飯或湯可以無限續都只是屁！如果客人太多，我可以理解。但座位連四分之一滿都沒有!,2
110,就跟其他評論講的差不多，CP值很差份量很少,1
111,很普通 脆皮臭豆腐很韌，難以下嚥,1
112,動作超慢。等個滷味，前面沒超過五人也可以等超過半小時才做好。不值得去買。,1
113,建議打電話點餐   過10幾分鐘再去取餐   不然人多的時候會等到懷疑人生,3
114,料實在味美，湯圓現煮超Q，花生湯剛剛好不會死甜~!老闆娘人又親切超讚的~!,5
115,皮超級脆！很像餅乾，餡料相對較少，但口味不錯，覺得比中華路的排隊車輪餅好吃。,4
116,真的！從他媽媽開始營業到他兒子接手，一路吃，地瓜球跟價錢臺北市沒得比，臭豆腐很普通，最推地瓜球,4
117,台式料理，味道不錯，是喝酒的地方。,4
118,方便，還不錯吃，還得說一下，店門口收錢結帳的大叔人很客氣，吃的餐點也能客製化,4
119,一碗1000的牛肉麵 因為蔥價太貴所以連蔥都沒有 味道上也沒有任何記憶點 大概像巷子口160元牛肉麵的等級,2
120,地方雖小，但口味道地，便宜好吃，國民小吃，大廚手藝，是我經常光顧的好味道，值得推薦給大家。,5
121,好久沒有買了～結果今天一吃可能是原物料換了！   巧克力沒有以前濃，整體多了一個奶粉味      就是跟以前不一樣了（雖然上一次吃可能也是2、3年前）   但是全家人都覺得跟以前不一樣味道。,3
122,食材非常的新鮮，我第一次來吃的時候，感受到非常的開心 。是我吃過最好吃的鐵板燒，鮮蚵、草蝦、干貝，海鮮食材都非常的新鮮可口美味，雞肉料理更是一絕，推薦給大家，感謝,5
123,85度C天母德行店適位於街口，有室外抽煙區，室內有精緻座位區，可攜帶寵物入內。   雖處於街口，於上下班尖峰時段，人車之聲稍嫌吵雜，然而室內櫃台人員服務親切，糕點飲料調理迅速，惟室內不能充電，店家不趕人，故在內長留者，需帶行動電源。在內雖無供餐，但周邊店家林立，用餐不是考量重點。,4
124,咖啡OK但太貴，雞蛋糕好吃但也是偏貴，店員很親切，但之後應該不會再訪，CP值真的不高，我覺得相同價格可以有更好的選擇,3
125,價格偏貴的吃粗飽料理，完全延續海霸王的水準品質，外圍坐位行走動線超爛，一直有被不斷推著餐車的服務人員撞到的機會。,1
126,晚上電話預約隔天中午時段，明明說隔天11點會營業，到現場後發現門根本沒開，打電話過去也沒人接，請問是哪裡出了問題？,2
127,好吃 老闆老闆娘態度很好很可愛,5
128,乾意麵口感不錯，加醋很好吃,5
129,老店搬家，1O月正式營運，現在试賣中，比舊址大了约一倍，多加一位大厨，菜式有增加，好吃！          老店搬家，1O月正式營運，現在試賣中，比舊址大了約一倍，多加一位大廚，菜式有增加，好吃！,4
130,景美捷運站附近的人氣冰品店，也有賣飯及義大利麵。   選了雙色的蘇打及抹茶口味的剉冰，還附上抹茶醬跟蘇打醬，配料選了珍珠、芋圓、荔枝椰果，配料加價10元料很多，驚喜的是雙色冰中間還放了一個布丁 ，價格親民又很好吃 。,4
131,2021/09/12   06：50   點個餐有氣無力的樣子是人不舒服嗎,2
132,疫情期間提供便當飯盒為主，菜單上也可點菜外帶8折，九宮格手做便當250元，菜色多樣化，附味噌湯與飲料，口味甚好，但兩天來吃了同樣9種菜餚，希望他們每星期能換幾格菜色，以免我吃膩,5
133,我們14:00進場辦活動立刻聞到一股黴味這應該是地下室較潮溼的關係而且酒吧是晚上營業而我們因為要辦活動所以14:00就進場了空調設備應該要訂期清洗以免造成不良感覺,2
134,牛肉嫩精泡過頭，肉的口感有點可怕，是我吃過算蠻慘的一家分店；服務還不錯，附餐也算還不錯。,3
135,味精感覺加很多，吃完口渴，骨仔肉湯的肉大塊但不新鮮...,2
136,棠棠的巴斯克芋泥乳酪超好吃   蛋糕口感紮實又溼潤，甜度也剛好不會太甜   芋泥香氣足夠超推   下次會再試試其他口味～,5
137,肉意外的多，以現在物價來說性比價不錯，老闆態度親切   有帶小孩，詢問是否能拿小碗，店員說“去外面講”，沒什麼服務態度可言,3
138,店員默契不是很好，動作手忙腳亂   客人餐點叫了什麼，告知怎麼包裝   女工作人員，還是一直重複詢問,2
139,東西好吃，飲料好喝，環境讓人很放鬆。價格也很實在。,4
140,割包小、沒味道，肉都是油垢味！！！   我跟我家人吃完整個不舒服⋯一直想吐      給跟我一樣路過想吃的人一個小小的建議！,1
141,沙拉時常買不到，備料太少。,2
142,便當真的很難吃 從飯、配菜到主菜都不及格，吃得出來就是不用心130$的便當….   點了兩個便當 兩個人邊吃邊罵      你還是賣湯就好 湯很好喝,2
143,自家媽媽煮飯的感覺   食物少油少鹽   離捷運站近   健康選擇,4
144,小店高人氣   飲料冰淇淋無限供應,3
145,生日大餐後的甜點，感謝金主,3
146,不能太早（11:00左右）去買，米粉湯都還沒入味，麵也稍硬，3顆星給綜合紅燒肉和辣椒,3
147,"星期五晚上想去店裡用餐,但因為疫情不提供內用,只能外帶,   所以只外帶了紅油鮮蝦抄手跟酸辣湯~   紅油鮮蝦抄手: 餛飩還蠻好吃的,但醬汁的醋味不夠,   只有辣味較明顯,如果酸味再重一點應該會比較平衡~~   老闆態度非常好,因為服務態度多給一顆星XD  ",4
148,東西蠻好吃的，價格實在， 女老闆很忙，上餐速度快,4
149,女僕好可愛～但可能太忙不太會桌邊聊天喔！   食物不怎麼好吃，就是微波食品的味道   不過是個有趣的體驗喔,4
150,料的選擇就已經夠少了地瓜圓還賣完(◐‿◑)﻿東西偏普通，整碗吃下來沒有記憶點，價錢真的很大安區。兩顆星主要是給店員態度很好，環境有用心經營乾淨整齊！,3
151,配菜，現炸排骨，雞腿都不錯吃，只是內用環境稍差。,3
152,從小吃到現在 30幾年如一日   從配菜 肉 到醬都一樣   能做這麼久 味道都不會差   是值得一吃的老店,4
153,打電話去預定同事們的午餐，去取餐時居然說沒接到過電話。,2
154,豬排+蛋那道料理非常下飯，光白飯就吃了好幾碗！,5
155,女店員沒耐性，一直催點餐；朋友再三確認她點的飲料是否不含酒精，該店員回覆沒有，結果喝了之後，朋友立刻嚴重過敏⋯      用餐期間，隔壁桌明明是2人位，硬是擠了4人，又擠又吵，用餐品質很糟糕。      結論：一次店,1
156,沒洗手，一個鮪魚蛋吐司不知道要經手幾個人接力，烤完吐司才發現忘記開鮪魚罐頭，打開罐頭才發現忘記煎蛋，整間店沒其他客人，4個人弄一個鮪魚蛋吐司聊天聊到忘記自己要做什麼，放客人乾等..傻眼,1
157,服務很好，場地略小易滿，口味很不錯，餐點份量稍小。價格合理、還會再來。,4
158,櫃檯男員工沒有戴口罩！！！很不ok！   個人覺得菜太鹹！不合味口！,1
159,東西內容偏中式   天婦羅不炸蔬菜 反倒炸魚與雞   配菜中又有中式的清蒸魚肉及海帶   這家到底是日式料理還是中日式合併創意料理?,3
160,我們點了梅花豬跟三鮮鍋   梅花豬的肉可能是太薄了？刷完穿起來的肉質非常的柴很不優，好加在我們有點海鮮，海鮮整個很不錯   肉的部分有點可惜就是了,3
161,老老闆退休了，換媳婦孫子，沒有炸物了,2
162,好吃好吃，不吃會後悔！！！   不喜歡芝麻粒的朋友，可以去嚐鮮看看喔！,5
163,今天經過要買便當，看到店家和客人在大小聲，還拍桌子，覺得傻眼，做生意以和為貴吧？看人家也只是問個菜，再做消費選擇有什麼不可以？？？想必客人也無奈，很有情緒的店家。。。,1
164,100%巧克力片$285（好小一片），100%無糖可可$115（喝過最好喝），ubereats外送很快，包裝不錯，適合送禮,4
165,東西種類多，但出菜速度慢了點,3
166,9/9點ubereats備註不加蒜，餐點還是被加蒜，9/23 點ubereats備註小辣，結果完全沒加辣，是不是都沒在看內容？,2
167,店內擺滿了古董家具和陳設品。   你可以安靜地度過，冷靜下來☕,3
168,沒有說清楚排隊方式，被告知要進店裡面排隊，然後有一個爸爸帶小孩卻插隊，出餐等了蠻久!豆漿非常普通，賣三十元一杯，實在是不知道是貴在哪裡？珍珠抄手醬汁是甜的，五十五元是素的沒關係，但量很少，小菜55元一盤，水餃也要七十起跳，所以就算吃不飽，也不想再點，覺得還是不如去吃八方雲集吃!      星星給廚房出餐的服務人員，客氣不錯!,2
169,蘿蔔糕好吃，紅豆年糕未冷藏第二天小火煎了15分鐘還是硬的，最後靠微波1分鐘才變軟方能入口,3
170,為了趕上班時間都是吃三明治   味道談不上多好   漢堡類似乎沒加洋蔥，可以考慮使用   不知道為何，飲料雖然有膠封，但提回辦公室一定會露出   這個真的很困擾,2
171,料理好吃服務態度非常好,5
