,verse_text,label
16,平價又超好吃! 第一次吃就愛上~東湖早餐店的第一選擇.我們全家都超愛的!,5
17,沒有辦法電話預約喔~老闆忙不過來,3
18,用餐環境舒適，菜色多樣化且有特色，服務態度親切   溜三樣(豬大腸/豬肚/豬肝，260) 送上來時被份量嚇到，很大一盤！大腸跟豬肚的口感偏軟，調味不錯，相當下飯   口水雞(240) 雞肉口感沒有想像中軟嫩，一入口會先感覺到酸和鹹，接著會慢慢感受到麻和辣，配上一點雞肉上方的青藤椒會讓口感和味道更有層次，好吃推薦   蟹味西蘭花(180) 也是料多實在路線,4
19,價位不貴，但口味對我來說真的還好。   還是比較喜歡無名油飯。,3
20,肯亞涅里的豆子用聰明濾杯沖煮沒問題，有問題的是豆子本身，入喉卡喉嚴重且有澀味。          肯亞涅裡的豆子用聰明濾杯沖煮沒問題，有問題的是豆子本身，入喉卡喉嚴重且有澀味。,1
21,在地的平價早餐，不想出門可外送！大推！！！,5
22,德腸起司還不錯，冷凍可放1個月，只能付線或悠遊卡。   不推：玉米豬肉包,3
23,豬排+蛋那道料理非常下飯，光白飯就吃了好幾碗！,5
24,評論大多是五星送肉活動洗出來的，實際上口味實在不佳，大家要冷靜,1
25,收了10%服務費卻沒有那個價值   水還需要跟服務員要才有   菜單也沒有詳細介紹   拿鐵不合胃口，奶味實在是太重了   咖啡味完全被蓋住了   烤布蕾波波珍奶適合拍照   味道不行，想用鹽巴來中和甜味   卻又太過於鹹了，吃完卻還是很膩   甜點只適合拍照上傳ig當網美,1
26,價錢變貴，菜量也減少，服務則良好。,2
27,東西種類繁多又不貴，蜂蜜堅果超值好吃！,5
28,這家滷味很入味，老闆及老闆娘很親切，東西又好吃，不膩,5
29,老闆好像有點不愛賺錢，2次去買都撲空了,2
30,最喜歡這裡的濃醇黑咖啡，層次分明的苦味和略帶甜味的後韻   是一整天上班的活力來源！,5
31,那是美味的肉！一台新台幣十七元。我要再吃飯,4
32,士東市場生意興隆的一家小吃店，老闆娘記憶力超好，上菜的順序與速度快又正確   服務人員態度佳並親切   是天母地區有名的麵攤之一,4
33,說好吃的人嘴巴是壞掉嗎？所有東西都是同一質感像吃脂肪一樣，完全不知自己在吃什麼。      唯一優點是便宜份量多，不過不好吃份量多又如何？,1
34,切片鵝肉冷盤與台式料理炒菜。口味偏鹹偏油膩，木頭桌面有油膩感。,2
35,服務親切，但真的好淡 好像在喝水一樣…… 沒有柳橙香 只有葡萄柚澀味 ，   有詢問過半糖是否會酸，真的不會酸 但也太淡太澀不好喝……,2
36,餐點不錯，但份量真的不足,3
37,東西普普服務不錯，可惜因為是轉角夏天太熱，東天風吹旁邊又是水溝摩托車.......,3
38,"老中崙人都知道以前耶里西點前的台式車輪餅, 它的客家菜補真的是又香又辣超好吃, 餅皮脆軟兼顧. 從小時候十元三顆吃到二十元三顆, 可惜兩老退休後沒人接手, 此味只能斷炊了. 只能從各家車輪餅中憶往昔了, 起司口味一般  ",3
39,老老闆退休了，換媳婦孫子，沒有炸物了,2
40,很棒的咖啡和優越的地理位置 - 我喜歡拉上我的助力車並喝杯咖啡。從來沒有真正進入過裡面，很想在某個時候檢查一下！,5
41,不能太早（11:00左右）去買，米粉湯都還沒入味，麵也稍硬，3顆星給綜合紅燒肉和辣椒,3
42,應該是 經過沒買，停留比較久,3
43,一開始   眼睛看不夠吃   再眨一下   你會驚奇   怎麼如此剛剛好,5
44,服务很有礼貌，照片牛肉面汤太淡了了份量的话还好！          服務很有禮貌，照片牛肉麵湯太淡了了份量的話還好！,3
45,跟其他雙北港式飲茶相比，這家較貴，菜色也沒較出色。,2
46,我朋友說這是全台最好吃的涼麵，但我吃口感還好，醬少，麵少，但價錢可沒少哦,2
47,好的地方，良好的服務，但排隊很長。價格中等偏高,3
48,生意太好以致清潔未顧及而桌面非常骯髒，不論食物好吃與否，餐飲業的衛生應該是本才是,1
49,那個負責收錢的小弟弟態度有點差，我很客氣的問能幫我加辣在裡面嗎，瞬間臉變臭了...,2
50,雞排 $80 可切，雖然皮扁但算酥，而且份量也不算少，不排斥皮薄的雞排的人可以來試試,4
51,溫馨、舒適的咖啡店，店面是傳統公寓的一樓，有個悠閒的小陽台，像是小時候去朋友家的感覺      店內插座頗多，無時間限制，可以久坐,4
52,選擇烤寬麵條似乎不是一個好選擇......,2
53,在長庚一餐$500（兩菜 一湯 飯 甜湯）   超級不值，貴又不好吃，住到月中後比較才發現品質差很多，如果長庚醫院裡有別的選項我一定不推薦，有種當盤子的感覺      這樣$500真的很失望！,1
54,謝謝男女主人滿滿用心的招待不論食材不論環境，我們再約,5
55,吃了好幾年，最近發現沒蒜泥。   水餃10顆，煮破4顆...      嗯.....決定以後去隔壁吃了,1
56,只有一個男店員，點餐態度差！   都沒有員工訓練的嗎？,2
57,個人覺得噱頭成分為多   它應該改名叫 九湯屋-魚水   但我寧願去吃九湯屋   魚有腥臭味 像泡在氵交醃漬,1
58,"uber,賣相很差…吃起來感覺不新鮮、  ",2
59,大花香腸不只口味多，香腸都是每天新鮮現灌   客制化搭配想怎樣吃自己選，最多一次能選兩種口味組合   老闆說「FOR FREE」!! 你沒看錯，加料不加價   除了香腸之外還有巨無霸古早味米腸、肉串等多種食材   喜歡木炭燒肉香氣的朋友，銅板價就能輕鬆品嘗   除了香腸令人喜愛之外，米腸也跟外面吃到的完全不同   加入店家特製炒酸菜，不止口感更加濕潤，香氣也大加分   肉串有牛肉、豬肉可以挑選，還有蔬菜串等多種串燒   喜歡吃辣的朋友，一定要試試店家特調的辣醬，超夠味,5
60,食物太重口味太油太鹹了，可能適合喝酒。雞肉蠻嫩的，可是對我有點太油了。   雖然叫雞煲，但其實是乾的，不是湯，湯要另外點。   店裡排煙不好，油煙味很重。   烤物的單價稍微偏貴。   有大投影機播放運動賽事。,1
61,吃了888優惠套餐，選了胡椒蝦+鳳螺+奶油豆芽菜。   胡椒蝦的蝦肉還不錯，Q彈不老，但是調味嚴重不足，是我吃過口味最淡的胡椒蝦，淡到以後不會想再來吃。   鳳螺跟豆芽菜都只能算是合格。,1
62,豆干是全台北最好吃，其他還好,4
63,不太理解拿鐵微冰少那一大截是甚麼意思(旁邊那杯是去冰)   叫外送 確定有勾需要吸管餐具   店家完全沒附上   吸管跟餐具都沒有   絕對列入黑名單,1
64,沒有說清楚排隊方式，被告知要進店裡面排隊，然後有一個爸爸帶小孩卻插隊，出餐等了蠻久!豆漿非常普通，賣三十元一杯，實在是不知道是貴在哪裡？珍珠抄手醬汁是甜的，五十五元是素的沒關係，但量很少，小菜55元一盤，水餃也要七十起跳，所以就算吃不飽，也不想再點，覺得還是不如去吃八方雲集吃!      星星給廚房出餐的服務人員，客氣不錯!,2
65,新鮮好吃！   現在價格有調整   大隻30元、小隻20元,4
66,湯頭OK，但座位少又擠，夏天恐怕會熱得凍末條！,3
67,鴨腸不脆、雞心有怪味，整理來說口味不算好吃。雖然價格便宜，老闆也很親切，但還是不會在回購！,2
68,麵條Ｑ彈扎實   但湯頭口味普通   ＣＰ值普普,3
69,份量足，紅豆湯也好吃，但芋圓覺得煮的有點太軟。,3
70,算好吃可惜價位不親民份量偏少⋯⋯,3
71,菜還好，可是店.裹可以讓客人抽菸，說可以嗎,2
72,衛生堪憂，不洗手就做餐點，男老闆抓完頭也不洗手直接碰漢堡   且食物直接放在非熟食工作區的檯面上，讓看到的消費者該如何入口   餐點普通。,1
73,簡單的蛋餅或豆漿都很難吃 千萬不要嘗試,1
74,好久沒有買了～結果今天一吃可能是原物料換了！   巧克力沒有以前濃，整體多了一個奶粉味      就是跟以前不一樣了（雖然上一次吃可能也是2、3年前）   但是全家人都覺得跟以前不一樣味道。,2
75,好吃但基哥基姐你們的速度可能還要再努力一下,3
76,午餐時間好像來不及上菜，不過東西還是很好吃,4
77,我們在點餐之後隔壁桌入座了另一組客人，點餐之後我們大概枯坐了15分鐘後，服務生同時上了兩桌的餐前麵包還有我們桌的前菜，看著隔壁桌悠閒享用麵包，我們只能在麵包跟前菜之間二擇一先吃，因爲前菜選的是海鮮類怕冷了影響風味，所以我們只能捨棄麵包直接吃前菜，不知道是不是服務生爲了上菜方便，也就完全不顧先到的客人的用菜順序。後來又來了另一對父子檔客人，直接在用菜的同時用手機看影片並且毫不避諱的播放出聲音，完全影響用菜氣氛也不見服務人員上前勸導。後來隔壁桌的客人先用餐完畢，聽到服務人員詢問是否需要把沒吃完的餐前麵包打包，並幫其打包外帶，因此在我們桌要離開時也要求外帶餐前麵包（畢竟我們的麵包跟前菜是一起上菜，幾乎是等於沒空吃)，結果服務人員（與隔壁桌是不同位）用非常不客氣的口吻表示：「我們的麵包吃不完是沒辦法打包的。」頓時讓我覺得尷尬不已，好像自己被訓斥了一般。後來回家後上網看了其他網友食記都表示最後外帶了菜前麵包，看了之後更是無法理解自己爲何遭受如此對待。這次用餐是爲了慶生，只能說這是很糟的生日，很糟的用餐經驗，兩人用餐結帳近6千元我相信在台北能找到很多值得這個價格的好餐廳。,1
78,CP值太低了 餐點加服務費也大多要$400   重點吃不飽 味道也普普...很不推,1
79,吃了這樣多年，份量多又好吃。,4
80,乾淨的小火鍋，料也不少，但不知道為什麼服務員臉那麼臭，但整體不錯吃。,3
81,我大約10年前來到這裡，所以我用我的記憶找到了一家商店。      應該是這家店，不過好像翻新過了。      十年前，我覺得有海鮮粥，但我在菜單上找不到。      目前，我點了牛肉粥和受歡迎的餛飩面。      您可以在自助角自由飲用的湯很美味，因為蝦殼的湯汁很好。   餛飩面（帶湯）是一樣的湯。      麵條是一種在台灣很少見的細麵條，質地有嚼勁。   很好吃♪,5
82,麻辣鍋底香又麻，番茄鍋底濃郁的美味，服務親切的賓至如歸，一直想再來嗑一鍋          麻辣鍋底香又麻，番茄鍋底濃鬱的美味，服務親切的賓至如歸，一直想再來嗑一鍋,5
83,地下室放置的兒童餐具，水杯上面有黑色污垢，還有厚厚的灰塵 再麻煩多多注意，感恩,2
84,"南描述你在南城泰式料理的體驗。      5/1與同事8人相約吃南城泰式吃到飽,11點半到店   1.服務人員態度不佳不耐煩,屢請不到與客人間的對話很衝(請別忘記你們的職業是服務客人的,我相信我們不是奧客)   2.座位空間狹窄與別桌客人背靠背,動線受限上個廁所都要請別桌客人先起來讓 過,萬一有什麼情況時都無法全身而退受到傷害   3.點餐一次限點10種(這部分我們可接受)但是點的菜沒到不說,每盤菜幾乎是一人夾一次就沒有了,來得份量少的可憐,,出菜超級慢點20道菜只來15道菜既然是做吃到飽的方式,就不應該怕客人用餐,而用此方式來應付客人(我們一行人後來又去台大校園吃鬆餅喝咖啡吃炸雞排才有吃飽ㄉ感覺)   4.只要是熱炒得 部分幾乎都是同一個味道沒有不同的口味(比外面100元熱炒還不如)   5.咖啡機也故障,請加水也要等個2~30分鐘   6.給一個建議既然要做吃到飽的方式請不要怕客人吃,好歹我們也是花了4000多元不但沒有吃到飽連水都沒有喝到飽,反而是花錢氣到飽,經過這一次ㄉ經驗我想大家對南城泰式吃到飽應該不會再想去第2次了(會扎了南城ㄉ招牌)~~~  ",1
85,年輕店員態度超爛，很多長輩問他什麼時候餐點才會好，完全不回應或是不理會。也不想想原因是因為一個便當要等30分鐘？笑死，梁社漢是不是以為自己還在飯店做便當？整個動線很爛！先點後出還會漏單，爛透了！教育訓練不用加強啦，直接砍掉重來比較快。      在我離開的時候他又在嗆長輩了，什麼鬼店員,1
86,外帶泡菜鍋還不錯   但海帶芽是一打開問就是酸掉的味道   嚐起來也是東西放到酸掉的感覺   不是醃製的那種酸味整個很不能接受   所以一顆星,1
87,下雨天去買水餃，內廚兇的狠，應該是老闆哪類的，對外送員態度很差，說外送員的雨衣害地上溼答答，說以後叫外送員外面等，一半以上是外送生意，沒外送員你們生意會好嗎?,1
88,你們終於回來了，全天都營業～今天中午和家人吃的很開心，有陣子沒去菜單改了，有些不習慣新點餐方式，但改的很貼心，想吃什麼點什麼，我們四個人點了巨無霸海鮮，超新鮮超好吃，真的份量十足！看到菜單在平日有商業午餐，一定會和朋友去吃～,5
89,東西內容偏中式   天婦羅不炸蔬菜 反倒炸魚與雞   配菜中又有中式的清蒸魚肉及海帶   這家到底是日式料理還是中日式合併創意料理?,3
90,港式 麵食飯館 但是排隊要等很久,2
91,從60塊吃到85塊怎麼吃都不膩 這麼多年就兩個味道能賣這麼久 嗯 試試看才知道,5
92,本來想給一顆星，但活的蝦子真的很鮮甜。   1、菜盤裡的高麗菜有蟲   2、吃到一半有蟑螂探頭出來，最後還爬到桌子上再跳回去   3、蛤蜊五顆裡只有一顆可以吃，三顆臭掉、一顆滾很久沒有開   結論：只有蝦子讓我驚艷、希望晚上不要拉肚子,1
93,大份的爆汁雞塊 120 元但內容物只有這樣，味道不差但真的太貴了,2
94,髒亂 不環保 便當菜很少 但老闆態度好,2
95,價格便宜划算，但是油煙味太重，吃完整身都臭掉了...,2
96,來這看看雜貨，但飲料不太優,2
97,本來在排隊買生煎包，看到那裡的員工用手收錢，髒髒的手又直接抓生煎包放到鍋子裡，我馬上離開,1
98,店員人滿熱心 問題都很認真回答      可惜這家沒內用的地方      泡芙外皮都很酥脆   內餡都是多到滿出來   本次吃了金沙與提拉米蘇口味      個人覺得提拉米蘇 比較好吃   口味層次比較多 奶油香氣很棒      金莎口味 完全就是金莎巧克力打成奶油的味道   沒什麼驚喜感   吃到後面有點膩      不然東西都不錯啦 不會太死甜   甜度很剛好      會推薦給別人來吃看看      不過吃過一次後 短期比較不會想一直吃,4
99,點了肉蛋吐司跟黑糖起司煉乳饅頭，共95元，同價位可以到其他間吃更好吃的類似品項，水準中下      肉蛋吐司很普而且沒什麼份量，吐司還是最便宜的那種正方形白吐司，黑糖煉乳饅頭咬起來很硬      一樣是炸饅頭，我家附近的豆漿店可以炸得外酥內軟，不知道為何這家不行      不會再訪,1
100,不管主餐或配菜都太鹹了，而且是單調的，不好吃的那種平板的鹹。飯的口感也偏硬。份量是很充足沒錯，但除非平常吃重鹹且食量大，否則不推薦來這買便當。,2
101,餐點不錯，但環境有待改善，內用吃了大概半個多小時，就遇見蜘蛛、小飛蟲以及小蟑螂，衛生環境有待加強。,1
102,飯食精緻，味道不錯！   甜點看起來很甜，吃起來不甜，配抹茶剛剛好！環境很日式風！可以來試試,4
103,店名有辨識度，餐點選項不算多，點了招牌「稻無敵」套餐，三顆綜合小壽司中規中矩，主餐叉燒味增湯麵採用台式拉麵，口感與韌性佳，湯頭則出乎預料的滿滿台味，如果不以日式拉麵的角度來看，口味還算不錯，總結是日皮台骨的料理。,4
104,以前覺得很好吃最近去吃整個普掉   個人覺得麵條OK但湯頭就每況愈下   吃個味道還是可以去   對拉麵很挑剔的人建議不要,3
105,食材非常的新鮮，我第一次來吃的時候，感受到非常的開心 。是我吃過最好吃的鐵板燒，鮮蚵、草蝦、干貝，海鮮食材都非常的新鮮可口美味，雞肉料理更是一絕，推薦給大家，感謝,5
106,焗烤飯和麵各種口味都夠位，披薩好吃但份量有點小蔬菜果汁原汁原味很棒。,4
107,在中午用餐時段使用IG打卡活動送薯條含缺被告知缺貨賣完，也無法更換其他同價位項目，那要打卡活動何在？賣完就應該要把活動小立牌收起來才不會又有後續的顧客跟著被騙，再者數量有限那為何後來消費的顧客能夠買到？？然後高座位區冷氣一直猛吹頭要求是否可以關閉或轉向竟然還被拒絕，請問客滿的時候是就不讓客人坐那個地雷區了嗎？桌子可以考慮換成比較低的可以吧？建議店家要懂的變通才會有更好的生意ok?,2
108,大醬豆腐鍋140元，微鹹微辣好下飯，湯頭濃郁有深度，配料多樣份量也合適，雖然新開不久，已經有許多常客。吃東西的感受是很主觀的，個人意見僅供參考,4
109,"好久好久沒吃到阿伯的臭豆腐/豆花了, 好想念, 好想吃~~      （更新）2022/11/08有出來了  ",5
110,悠閒的午後下午茶，環境雅緻，遠離都市喧鬧，值得推薦,5
111,評價美食。   口味普通～ 。   湯的口感每個人喜歡不一樣，對我來說有點太鹹。地點在30巷弄內，康是美巷子走進去就看到囉,3
112,腿庫飯95元，我覺得腿庫和皮都很軟嫩好吃，肥的部分雖然不健康還是忍不住吃了幾口，三樣配菜就很普通，尤其是高麗菜,4
113,巷內平價的早餐，比起國泰醫院後面那家多了一個選擇，這次只點義大利肉醬麵+肉，還算可以，下次試試別道,3
114,很有異國風味的餐館，雖然價位不低，但內容卻是在台灣很少吃到的口味，如：生菜沙拉裡有紅石榴跟綠葡萄（沙拉醬也不是常吃到的口味）、酥炸透抽圈的其中一個沾醬竟然是蜂蜜、鮮奶茶上面撒金盞花……   唯一的缺點是內用座位會聞到廚房油煙味，不喜歡的客人建議可選戶外座位，暖暖冬日下午坐在戶外位也是另一種不錯的選擇。   *特推鮮奶茶，真的不錯,4
115,服務親切，菜色多樣化，味道可,4
116,用餐環境很舒適，服務員對起士跟酒類介紹很專業，松露燉飯超好吃，沙拉份量很足，適合聚餐的好地方。,5
117,等很久，跟本就忘了我點什麼，反應兩次都沒來！,1
118,外帶也有很好的包裝   手工現做～肉桂捲的味道濃郁   醬也給的很足，吃起來是濕潤的   很好吃❤️   $110/個      店裡生意很好，等了兩小時才拿到肉桂捲      店員態度良好～      沒有因為生意很好就跩個二五八萬,5
119,調味還不錯的健康餐盒，有時候黑板上會有特價的,4
120,精緻，但缺少讓人食指大動的幾個元素,3
121,上次慕名去，桂花凍涼茶真的不錯，適合夏天喝      店面新穎，但衛生條件欠佳      配料沒上蓋全擺在檯面通風吃灰塵（門口甚至剛好有人抽菸）      還有一位半金短髮女沒戴口罩拿著準備要做的空杯狀況下回答其他客人問題及跟同事聊天,3
122,位於捷運雙連站步行10分鐘   巷子口有美天餐室的告示牌   很幸運沒有遇到排隊人潮   低消$120港式泰式韓式一次滿足      Oreo 西多士 $110 ️   夾心的法式吐司   上層有一個奶油   內層有類似起司或是麻糬的口感      金沙西多士 $110 ️   抹上類似煉乳甜甜的   切開沒有流心的感覺   不過還不錯吃的      打拋豬肉飯 $165   半熟蛋青江菜打拋豬飯   攪拌在一起吃起來微辣      無骨酸奶炸雞$198   熱熱吃超好吃配上薯片   這是幸福的熱量      冰淇淋泰奶$88   上面有一顆櫻桃   也有冰淇淋很多碎冰   喝起來微甜的口感      泰式奶茶 熱$78☕,4
123,個人覺得他們的烤蔬菜三明治蠻好吃的，很適合素食者……,4
124,裝修新奇！很放鬆的地方，可以跟朋友好好聊天！店裡很多新奇的東西值得品味！,5
125,東西蠻好吃的，價格實在， 女老闆很忙，上餐速度快,4
126,白飯是使用香米，口感粒粒分明，還能吃到鍋巴，看來很鹹但吃起來完全不會，今天點了茄子牛肉煲飯，非常好吃，會再訪,5
127,店員人很好很熱情，但完全不會幫忙安排位子。就是自顧自的事。   本身對中年男性有點陰影，獨自一人去的，不喜坐高腳椅於是坐了矮的椅子，突然一群中年大叔走進，並自動坐到了我的對面，令我感到十分不舒服，大叔們進而直接將其他桌子併過來，真的十分令人作噁。店家看到也視若無睹，裝作沒看到的樣子，也不會詢問我是否接受併桌坐。   一大早的胃口都沒有了，完全不在意顧客的用餐品質，店家只會顧及熟客，請想獨自一人去的嘗試的斟酌考慮，去了一次感受真的非常之差。不會再次二訪！,1
128,好吃，好吃，就是好吃...吃過你就知道,5
129,服務不錯。很久沒來了，這邊有新的餐點耶,4
130,好吃又不貴，大辣辣椒極神,4
131,肉蛋飯只有肉跟蛋，80元，很貴！,1
132,油煙味蓋過食物的味道……很難形容!,2
133,太好了嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚,5
134,老闆夫婦很親切，餐點好吃。 特別會是在宵夜時段想吃熱食的的好選擇。今天多點了他們的新品泰式奶茶，口味道地，甜度適中。 熱食和冷飲搭配起來還蠻剛好的。,5
135,料好、味美、大碗，胃口不大的人可以吃飽，老闆待客客氣，價格還可以，是有CP值的店,4
136,口味一般，cp值略低，冰淇淋和部分蔬菜食材冰一起，鍋物照片的食材種類和實際上桌不太一樣,2
137,今晚的佳麗村三姐妹，是很棒的電影   哥倫比亞日曬和千層麵也都很迷人   但是因為今晚人較多吧！給咖啡時，居然以紙杯上餐，這不是一杯35的便利商店咖啡吧！雖然反應後立即換上，但是咖啡已經打折了。   更何況還有因為座位安排，導致整場我都要拉長脖子找空隙看電影，雖然環境簡單，但是基本的觀賞權，應該不可以打折吧！   現在還是防疫期間，如果開放用餐，就不應該和不認識的人坐太近吧！,2
138,幾年前買一次，覺得不怎樣。   今天在給他一次機會，一樣不怎樣⋯⋯   飯太軟、配料普通，沒有特別出色的味道。   而且海苔沒有一個拉出成功的！！！   吃過其他家的海苔飯捲都沒有這樣！,2
139,怎麼價格隨著時間成長，服務卻越來越差？   記得半年前來吃印象挺不錯的。      怕人吃真的不需要做吃到飽。      之前在服務業的企業上班，很能體諒其辛苦。   但，   訂七點的位置，七點十分才收桌讓我們就座，七點半過了才來點餐，中間20分鐘大概請問了三次能不能點餐，都叫我們等，好的，你忙，我等。   好不容易點了餐，上了三四道（甘蔗蝦、生蝦、皮蛋）我們沒點的，或是已經來過又端過來的，體諒服務員辛苦，就也沒特別說。      但，   請服務生來說要加點時，桌子上當時只剩下三片蝦餅、一碗湯，想要點第二輪竟然不讓我們點？      男服務生狂說「桌上先吃完、桌上的吃一吃」然後馬上離開？   連請了三次......   另外一盤魚都只剩骨頭了！難道要把骨頭吞下去？   兩個小時，都在等，還不讓點第二輪？   （中間想點餐要了菜單，看到一半還被男服務生搶走給別桌，真的超級傻眼！）      等等等、又要忍受菜單看到一半直接從手上被搶走還要忍受臉臭、還要被服務員指責不讓點第二輪？      如果覺得一個客人收658怕被吃了不划算，可以不要做吃到飽，真的。,1
140,老闆不戴手套 直接收找錢 用清水沖一下手 抹在衣服上 然後再用手抓食物進去炸...衛生實在堪憂,1
141,感覺變貴肉也變超薄，數量也變少，菜盤也減量，但是值得提鮮美，就是高級貴的臭臭鍋，吃了幾年，現在同價位可以有更好的選擇~,2
142,很普通 脆皮臭豆腐很韌，難以下嚥,1
143,鰻魚飯很好吃   但常常漏單 尤其是串燒被遺忘   等了兩個小時提醒三次串燒還沒上有點誇張,3
144,老實說雖然是必比登推薦美食，但真的覺得讓我很失望。必比登的評斷方式真的很謎。中南部的很多巷弄小吃，或是菜市場內臥虎藏龍的小吃真的太多，老王煮瓜吃完之後的唯一心得就是：普。      還好內用翻桌率很快，基本上不需要花太多時間排隊，這次點了   香菇滷肉飯：雖然賣相看起來很好吃，但實際上醬汁的味道跟飯很分開，醬汁也沒很入味   油豆腐：沒什麼想法…   鴨蛋：略乾   清湯瓜仔肉：喝起來不會很負擔，瓜仔肉的清甜香去帶整個湯頭的味道，但也覺得沒有很驚艷      非必要不會二訪了，比較不合我胃口。但出菜速度很快這點還是不錯的。,2
145,雖然遇到一位奧客大嬸為了座位和另一位客人吵架，但店員處理的非常好，也緩和了其他客人的心情，非常大推,5
146,自己控制熟度的炒飯 蠻香的 有點油,3
147,餐點普通   環境整潔需加強,2
148,很有趣的店，尤其是單人一百元可以試喝10種以上的咖啡，而且是喝到飽。老闆無限提供。,5
149,比起很多店家賣的十錦麵好吃太多了~料多湯頭好又能吃飽,5
150,正想試著用點餐機，親切的小帥立馬引我到櫃檯人工點餐，對麥當勞改版過的APP真的有點兒不熟，也由另一位認真的大帥親自教導操作。有種快跟不上時代的感覺，真的是老了!,4
151,每人低消350有一成服務費，有分室內室外座位。由於料理有燒烤及鍋物的選擇，坐室內剛好遇到旁邊吃燒烤的客人的話煙燻味會很重，外面的景色較好，但天氣不佳時要視室內有沒有空位才能換。建議可以早點來不用排那麼久。,4
152,1.老闆娘好像怕我不點餐似的，我都還沒講完就一直提醒有低消   2.檸檬棒蛋糕超級乾   3.紅茶戚風蛋糕上面的爆米花炮著鮮奶油，一點都不脆，還很硬，蛋糕體沒有紅茶味....,1
153,好吃   清爽不油膩   辣椒非常辣,4
154,「城市裡喘息的小綠洲」      座位空間迷你卻讓人很放鬆，店內播放的音樂非常舒適，一進去心情就會沈靜下來      上班非常無力需要來點強勁的推薦皮可洛拿鐵；有冬季節慶溫暖氛圍的試試橘皮拿鐵；想來點變化的可以喝喝看成熟韻味帶點個人魅力的摩卡咖啡,5
